IS_AUDITED,COUNTY_NAME,PRECINCT_NAME,PRECINCT_CODE,USA_CA_20201103_GEN_ALL_ALL_REG,USA_CA_20201103_GEN_ALL_ALL_VOTED,USA_CA_20201103_GEN_PRE_DEM_BIDEN,USA_CA_20201103_GEN_PRE_REP_TRUMP,USA_CA_20201103_GEN_PRE_OTH_ALL,USA_CA_20201103_GEN_PROP14_NO,USA_CA_20201103_GEN_PROP14_YES,USA_CA_20201103_GEN_PROP15_NO,USA_CA_20201103_GEN_PROP15_YES,USA_CA_20201103_GEN_PROP16_NO,USA_CA_20201103_GEN_PROP16_YES,USA_CA_20201103_GEN_PROP17_NO,USA_CA_20201103_GEN_PROP17_YES,USA_CA_20201103_GEN_PROP18_NO,USA_CA_20201103_GEN_PROP18_YES,USA_CA_20201103_GEN_PROP19_NO,USA_CA_20201103_GEN_PROP19_YES,USA_CA_20201103_GEN_PROP20_NO,USA_CA_20201103_GEN_PROP20_YES,USA_CA_20201103_GEN_PROP21_NO,USA_CA_20201103_GEN_PROP21_YES,USA_CA_20201103_GEN_PROP22_NO,USA_CA_20201103_GEN_PROP22_YES,USA_CA_20201103_GEN_PROP23_NO,USA_CA_20201103_GEN_PROP23_YES,USA_CA_20201103_GEN_PROP24_NO,USA_CA_20201103_GEN_PROP24_YES,USA_CA_20201103_GEN_PROP25_NO,USA_CA_20201103_GEN_PROP25_YES
0,_Alameda,_06001373500,_373500,3747,2353,2101,171,40,649,1586,756,1522,572,1673,263,2014,648,1632,730,1469,1586,624,909,1348,1101,1170,1122,1139,702,1531,914,1261
0,_Alameda,_06001380300,_380300,3349,2690,2455,142,44,808,1761,539,2081,587,2009,250,2370,583,2039,934,1608,2023,502,805,1783,1735,869,1164,1395,1048,1499,837,1653
0,_Alameda,_06001380400,_380400,4193,3568,3135,319,62,1122,2271,777,2677,1064,2346,540,2921,999,2456,1260,2071,2590,755,1332,2080,2091,1339,1643,1728,1415,1967,1072,2243
0,_Alameda,_06001394000,_394000,6,6,3,3,0,2,4,5,1,5,0,2,4,6,0,5,0,2,3,6,0,0,6,4,2,4,2,5,0
0,_Alameda,_06001394200,_394200,3,3,3,0,0,1,2,2,1,3,0,0,3,0,3,0,3,2,0,0,3,0,3,1,2,2,1,1,2
0,_Alameda,_06001400100,_400100,754,666,581,57,13,218,407,205,441,207,426,129,517,199,445,282,349,477,148,293,341,391,252,372,256,289,327,217,395
0,_Alameda,_06001400200,_400200,2465,2125,1944,124,31,702,1336,778,1293,404,1640,199,1877,602,1461,729,1296,1595,425,1093,949,1112,947,1152,885,636,1379,754,1235
0,_Alameda,_06001400900,_400900,3624,3085,2817,188,46,938,1990,1030,1977,636,2340,328,2693,874,2127,997,1947,2307,616,1472,1498,1642,1344,1630,1341,992,1944,1072,1826
0,_Alameda,_06001410110,_410110,4933,3086,2735,226,73,796,2120,844,2140,794,2157,340,2632,732,2228,961,1931,2066,839,1103,1854,1531,1442,1369,1617,836,2061,1149,1707
0,_Alameda,_06001410600,_410600,4355,3014,2699,225,53,830,2033,892,2032,792,2091,387,2521,786,2111,990,1852,2094,737,1139,1752,1563,1344,1313,1606,852,1986,1172,1633
0,_Alameda,_06001410700,_410700,4303,3080,2723,233,72,909,2031,965,2029,635,2326,279,2713,740,2251,980,1928,2234,683,1232,1723,1606,1375,1425,1549,890,2026,1082,1795
0,_Alameda,_06001415500,_415500,1137,720,627,66,12,198,473,197,489,180,497,98,593,159,532,271,403,481,196,223,463,390,303,307,382,217,458,280,386
0,_Alameda,_06001415800,_415800,3655,2415,2136,188,66,659,1647,741,1610,648,1684,303,2049,669,1677,780,1509,1643,636,881,1443,1209,1132,1078,1262,661,1639,956,1276
0,_Alameda,_06001416220,_416220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_Alameda,_06001420010,_420010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_Alameda,_06001420030,_420030,141,104,78,24,1,43,60,52,51,52,51,40,62,63,40,43,55,66,34,56,46,34,69,63,39,34,67,57,42
0,_Alameda,_06001420220,_420220,19,13,13,0,0,3,9,4,8,0,12,1,12,4,9,2,11,9,4,5,8,4,9,6,7,3,10,3,9
0,_Alameda,_06001420240,_420240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_Alameda,_06001420250,_420250,2214,1599,1211,286,38,534,970,532,998,642,857,399,1128,599,925,564,939,1004,491,610,911,748,790,779,753,462,1040,718,764
0,_Alameda,_06001420300,_420300,196,166,122,38,2,75,87,59,103,72,88,43,118,77,84,60,97,103,55,82,77,80,84,96,66,63,94,69,91
0,_Alameda,_06001420310,_420310,50,33,12,20,1,14,17,19,13,17,14,8,24,21,11,9,22,21,7,15,17,15,16,21,11,9,23,14,16
0,_Alameda,_06001420400,_420400,1,2,0,2,0,1,1,1,1,1,0,0,2,2,0,1,1,2,0,2,0,1,1,1,1,1,1,1,1
0,_Alameda,_06001420510,_420510,0,1,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0
0,_Alameda,_06001420900,_420900,993,766,581,146,14,238,477,267,469,299,430,195,545,330,409,244,463,492,226,295,439,382,357,396,339,219,502,335,367
0,_Alameda,_06001421100,_421100,5387,4247,3105,907,90,1472,2551,1652,2456,1788,2275,1280,2806,1943,2136,1535,2482,2639,1353,1935,2121,2000,2068,2280,1776,1342,2656,1915,2024
0,_Alameda,_06001421800,_421800,3444,2516,1876,494,55,821,1564,853,1572,974,1401,633,1785,1000,1411,861,1487,1507,839,976,1414,1119,1281,1187,1218,688,1651,1065,1239
0,_Alameda,_06001422000,_422000,4590,3583,2627,793,49,1280,2072,1350,2077,1449,1913,1081,2324,1623,1791,1292,2033,2091,1202,1687,1686,1631,1777,1844,1537,1059,2271,1496,1749
0,_Alameda,_06001422810,_422810,4443,3435,2462,783,53,1217,2019,1233,2067,1374,1857,1041,2225,1490,1782,1214,2005,2033,1155,1486,1772,1598,1678,1813,1455,1046,2150,1533,1622
0,_Alameda,_06001422920,_422920,4066,3184,2318,712,42,1138,1836,1246,1787,1357,1625,1048,1978,1413,1610,1142,1810,1873,1062,1551,1449,1492,1516,1683,1335,908,2044,1318,1561
0,_Alameda,_06001422940,_422940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_Alameda,_06001422950,_422950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_Alameda,_06001423000,_423000,5066,3755,2829,707,63,1253,2317,1311,2310,1300,2240,920,2662,1531,2051,1222,2301,2274,1207,1526,2039,1732,1861,1840,1765,1091,2431,1581,1853
0,_Alameda,_06001423100,_423100,5457,4249,3010,1025,58,1484,2511,1582,2472,1741,2231,1353,2670,1957,2071,1394,2531,2396,1493,1930,2082,1845,2187,2326,1724,1284,2675,1834,2008
0,_Alameda,_06001423620,_423620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_Alameda,_06001423700,_423700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_Alameda,_06001423800,_423800,4,2,2,0,0,0,2,0,2,0,1,0,2,0,2,0,2,1,0,0,1,0,1,0,1,1,1,1,0
0,_Alameda,_06001423820,_423820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_Alameda,_06001424200,_424200,70,54,38,13,1,24,29,25,28,34,19,15,38,29,24,22,27,38,15,35,15,22,32,28,25,17,36,22,26
0,_Alameda,_06001424500,_424500,616,514,371,118,15,202,290,229,265,232,256,166,327,236,256,206,275,335,145,275,216,230,264,278,215,167,311,234,238
0,_Alameda,_06001424600,_424600,2530,2006,1499,422,40,696,1201,743,1190,817,1092,561,1359,842,1076,718,1161,1253,599,947,954,979,945,1047,872,566,1317,873,960
0,_Alameda,_06001430010,_430010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_Alameda,_06001430020,_430020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_Alameda,_06001430110,_430110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_Alameda,_06001430120,_430120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_Alameda,_06001430130,_430130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_Alameda,_06001430150,_430150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_Alameda,_06001430410,_430410,6,4,3,1,0,2,2,0,4,0,4,2,2,3,1,2,2,4,0,2,2,2,2,4,0,2,0,2,2
0,_Alameda,_06001430420,_430420,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_Alameda,_06001430500,_430500,2,1,1,0,0,0,1,1,0,1,0,0,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0
0,_Alameda,_06001430600,_430600,2151,1646,1269,286,39,532,1027,515,1079,621,946,382,1206,633,949,552,997,1053,501,679,897,829,761,832,748,518,1030,632,889
0,_Alameda,_06001430700,_430700,481,410,326,68,6,134,255,149,249,155,238,110,284,174,217,123,263,258,127,197,192,184,212,230,161,145,243,160,215
0,_Alameda,_06001430720,_430720,167,147,108,34,0,65,73,59,81,65,72,51,88,75,63,42,94,87,47,80,58,59,78,82,55,49,87,61,76
0,_Alameda,_06001430730,_430730,317,227,189,19,5,60,149,41,172,58,152,33,181,66,150,69,143,156,58,64,149,123,93,99,119,62,154,71,140
0,_Alameda,_06001430800,_430800,559,432,357,55,7,125,284,136,283,116,288,94,321,139,271,103,299,263,137,159,255,188,228,234,173,122,283,160,240
0,_Alameda,_06001431100,_431100,3095,2336,1789,424,60,839,1369,780,1468,893,1315,529,1718,946,1283,815,1369,1501,680,882,1334,1148,1108,1194,1027,714,1486,937,1217
0,_Alameda,_06001431110,_431110,12,11,10,1,0,5,6,4,7,6,5,4,7,6,5,3,8,7,3,6,4,6,5,8,3,9,2,3,8
0,_Alameda,_06001431120,_431120,8,5,5,0,0,0,5,3,2,1,4,1,4,0,5,4,1,4,1,4,1,5,0,3,2,2,3,1,4
0,_Alameda,_06001431130,_431130,662,540,431,81,14,184,318,196,318,195,309,111,410,200,317,194,305,339,162,218,288,272,237,245,259,153,345,209,289
0,_Alameda,_06001431210,_431210,49,39,31,4,2,17,15,16,19,16,16,8,25,19,15,10,25,22,9,15,19,20,15,25,12,12,23,17,17
0,_Alameda,_06001431300,_431300,109,93,56,30,3,40,49,41,49,45,43,34,56,49,40,41,42,63,24,47,41,46,39,52,33,40,46,46,37
0,_Alameda,_06001431400,_431400,368,321,241,63,7,89,211,105,203,123,180,84,215,135,175,105,182,203,88,116,178,151,154,147,155,88,209,124,163
0,_Alameda,_06001431500,_431500,151,135,109,20,1,47,78,36,87,41,83,36,92,52,74,47,74,87,34,56,70,61,61,80,47,38,86,42,79
0,_Alameda,_06001431610,_431610,42,38,30,8,0,13,22,7,28,14,18,11,23,16,18,6,27,22,13,12,23,23,13,25,8,12,22,12,22
0,_Alameda,_06001431700,_431700,237,189,132,44,8,80,102,86,99,84,96,60,122,81,104,86,93,124,55,89,93,80,100,90,88,62,117,91,87
0,_Alameda,_06001431900,_431900,238,193,152,31,4,67,118,67,120,73,112,51,137,74,115,58,124,131,47,61,127,93,91,109,72,59,127,71,103
0,_Alameda,_06001432010,_432010,3903,2941,2264,510,84,980,1787,947,1886,1149,1645,720,2104,1172,1649,1036,1720,1811,941,1229,1561,1401,1415,1462,1325,902,1868,1162,1526
0,_Alameda,_06001432200,_432200,5128,3774,2829,734,65,1268,2278,1288,2328,1502,2039,955,2643,1556,2040,1342,2173,2289,1210,1455,2115,1720,1865,1909,1685,1117,2401,1573,1862
0,_Alameda,_06001432600,_432600,4171,3202,2377,668,56,1087,1962,1232,1868,1267,1787,934,2145,1385,1687,1116,1893,1983,1020,1442,1626,1468,1603,1699,1376,921,2081,1452,1498
0,_Alameda,_06001432810,_432810,4755,3672,2734,751,82,1240,2213,1235,2282,1443,2016,976,2527,1571,1936,1267,2175,2181,1231,1568,1920,1682,1801,1912,1572,1108,2328,1507,1848
0,_Alameda,_06001432900,_432900,1642,1336,1029,242,26,487,779,510,770,563,700,382,896,549,723,501,747,801,435,633,638,568,707,731,541,382,881,578,646
0,_Alameda,_06001433200,_433200,4538,3315,2548,584,84,1109,2035,1140,2075,1274,1875,777,2425,1375,1819,1136,1959,2075,1039,1318,1849,1548,1645,1658,1529,903,2221,1430,1633
0,_Alameda,_06001433400,_433400,3513,2915,2199,581,60,1104,1699,1236,1604,1259,1542,880,1946,1384,1440,1063,1705,1850,904,1638,1147,1311,1512,1677,1122,984,1790,1265,1463
0,_Alameda,_06001433630,_433630,1176,1016,761,208,15,401,569,438,543,451,531,318,667,494,493,404,560,614,352,664,309,398,585,583,381,323,646,462,492
0,_Alameda,_06001433700,_433700,3494,2712,2041,524,64,971,1608,1017,1602,1127,1460,683,1939,1156,1453,984,1571,1768,772,1272,1302,1299,1298,1475,1113,881,1673,1091,1418
0,_Alameda,_06001438120,_438120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_Alameda,_06001438130,_438130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_Alameda,_06001438140,_438140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_Alameda,_06001438200,_438200,9,9,6,2,0,4,5,4,5,9,0,2,6,4,5,6,3,5,3,9,0,4,5,5,2,3,5,5,4
0,_Alameda,_06001438500,_438500,10,7,1,5,1,2,5,5,2,6,1,2,5,4,3,3,4,7,0,3,4,1,5,4,2,1,6,5,1
0,_Alameda,_06001440300,_440300,4436,3582,2488,901,82,1467,1925,1627,1829,1795,1612,1292,2157,1857,1592,1504,1814,2096,1209,1916,1491,1684,1750,2011,1397,1295,2066,1672,1600
0,_Alameda,_06001440610,_440610,3014,2426,1678,616,38,952,1331,1019,1310,1197,1076,898,1410,1251,1068,989,1251,1413,820,1265,1031,1117,1200,1393,930,831,1430,1150,1049
0,_Alameda,_06001440900,_440900,4196,3328,2317,831,73,1294,1828,1402,1775,1578,1560,1130,2053,1597,1586,1326,1743,1978,1075,1639,1513,1583,1599,1847,1310,1147,1975,1571,1471
0,_Alameda,_06001441400,_441400,4599,3524,2572,762,64,1279,2074,1389,2028,1539,1837,1095,2296,1585,1806,1253,2023,2108,1166,1618,1752,1522,1870,1960,1428,1100,2235,1614,1620
0,_Alameda,_06001442610,_442610,377,294,201,73,10,125,153,137,150,145,134,103,177,159,122,122,141,158,108,148,135,127,157,182,100,101,173,146,118
0,_Alameda,_06001442700,_442700,3038,2242,1716,394,49,778,1350,757,1412,873,1276,573,1589,907,1251,776,1286,1356,717,988,1152,1073,1087,1179,990,678,1438,941,1093
0,_Alameda,_06001443100,_443100,2956,2140,1635,393,33,699,1305,704,1334,826,1202,537,1503,856,1187,705,1275,1314,648,862,1169,1004,1042,1082,950,655,1334,921,1034
0,_Alameda,_06001443400,_443400,3519,2469,1950,391,46,794,1555,787,1607,918,1454,568,1827,910,1480,744,1537,1462,832,935,1444,1119,1266,1250,1144,667,1684,1052,1231
0,_Alameda,_06001443600,_443600,431,330,251,64,5,127,189,111,209,148,171,101,218,154,165,156,149,211,99,152,163,182,136,167,152,139,174,151,153
0,_Alameda,_06001443700,_443700,485,366,260,87,7,149,196,138,215,165,184,119,233,164,187,156,189,205,134,184,169,174,182,189,164,137,211,161,176
0,_Alameda,_06001443710,_443710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_Alameda,_06001443720,_443720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_Alameda,_06001443800,_443800,367,284,226,39,7,94,174,99,172,113,154,65,205,103,169,101,161,197,67,120,148,145,124,133,136,98,168,115,141
0,_Alameda,_06001447010,_447010,2,2,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0
0,_Alameda,_06001447100,_447100,32,17,13,2,1,2,12,2,12,0,13,1,13,2,11,2,9,5,6,2,10,4,6,2,12,3,11,4,7
0,_Alameda,_06001447200,_447200,1901,1477,1137,267,26,531,882,507,933,585,833,339,1093,601,832,542,845,951,430,697,721,777,642,782,630,506,897,570,802
0,_Alameda,_06001447210,_447210,6,6,3,3,0,4,2,4,2,4,2,2,4,5,1,1,5,4,2,6,0,2,4,4,2,3,3,4,2
0,_Alameda,_06001447300,_447300,344,311,213,76,16,130,164,114,180,135,158,83,215,149,152,111,178,190,99,160,134,142,154,190,103,109,182,126,166
0,_Alameda,_06001447510,_447510,45,35,24,9,1,18,16,14,20,14,21,11,23,15,20,16,19,32,3,15,19,15,20,21,14,16,18,14,19
0,_Alameda,_06001447600,_447600,1058,816,599,175,13,305,472,325,462,355,419,248,534,368,421,278,493,515,246,408,365,365,413,432,347,254,517,337,410
0,_Alameda,_06001447700,_447700,479,378,250,110,9,158,197,155,207,186,168,114,251,177,184,147,204,226,120,189,174,153,211,203,162,118,242,169,183
0,_Alameda,_06001447710,_447710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_Alameda,_06001450200,_450200,3847,2974,2106,769,63,1184,1627,1234,1622,1420,1391,1085,1757,1441,1404,1184,1578,1635,1108,1523,1291,1353,1496,1597,1224,1009,1776,1413,1296
0,_Alameda,_06001450610,_450610,3791,3004,2014,889,50,1266,1555,1369,1506,1507,1327,1195,1665,1612,1261,1236,1528,1522,1197,1709,1113,1249,1595,1768,1077,1036,1783,1438,1259
0,_Alameda,_06001450620,_450620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_Alameda,_06001450800,_450800,1287,1031,722,274,16,412,566,477,520,485,504,411,581,530,466,438,522,564,392,597,385,462,531,557,419,327,654,524,416
0,_Alameda,_06001450920,_450920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_Alameda,_06001450930,_450930,3,1,0,1,0,0,1,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0
0,_Alameda,_06001451600,_451600,2546,2032,1404,547,56,831,1090,858,1100,927,1014,764,1187,1029,929,833,1042,1088,773,1056,875,890,1048,1119,825,693,1223,962,891
0,_Alameda,_06001451900,_451900,1381,1047,733,279,20,391,602,445,557,506,486,376,621,527,477,436,532,595,361,589,398,486,512,584,408,341,632,505,435
0,_Alameda,_06001452400,_452400,4201,3259,2394,758,59,1160,1904,1257,1871,1388,1693,975,2141,1433,1684,1186,1811,1836,1133,1579,1497,1481,1626,1715,1368,1027,2024,1420,1519
0,_Alameda,_06001453300,_453300,870,657,498,144,10,223,396,259,366,290,317,195,433,289,339,246,362,370,226,317,299,322,302,346,273,216,392,273,311
0,_Alameda,_06001453500,_453500,3103,2361,1715,566,50,898,1347,1083,1202,1083,1168,788,1487,1083,1193,992,1204,1342,834,1179,1073,1134,1145,1310,943,787,1441,1154,974
0,_Alameda,_06001453920,_453920,1014,753,588,142,15,248,452,248,468,251,458,172,539,282,433,264,426,448,242,302,405,323,381,353,351,207,492,315,365
0,_Alameda,_06001454100,_454100,1340,1043,778,235,14,366,618,398,609,413,577,302,700,452,546,383,585,585,384,494,509,488,515,569,427,322,667,457,504
0,_Alameda,_06001454220,_454220,68,52,39,13,0,24,26,17,33,13,38,12,39,13,38,12,37,40,10,17,35,21,30,19,32,14,37,19,30
0,_Alameda,_06001454230,_454230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_Alameda,_06001454510,_454510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_Alameda,_06001454600,_454600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_Alameda,_06001454700,_454700,406,301,195,91,9,144,141,131,163,154,135,112,172,161,126,120,161,165,111,154,139,145,143,169,121,112,172,140,137
0,_Alameda,_06001455010,_455010,449,319,247,61,2,110,187,127,178,127,177,97,203,136,165,119,174,182,109,149,153,151,146,175,124,103,194,136,152
0,_Alameda,_06001455100,_455100,939,705,598,89,14,224,448,214,472,227,444,126,559,225,457,211,445,461,193,214,463,340,347,354,326,176,495,287,362
0,_Alameda,_06001455200,_455200,570,454,348,91,8,170,270,159,284,187,257,121,327,192,252,159,272,285,143,194,247,234,206,236,206,156,277,196,230
0,_Alameda,_06001455300,_455300,2841,2107,1602,448,38,794,1219,801,1242,896,1122,652,1376,945,1092,812,1157,1236,715,951,1062,964,1054,1140,884,688,1305,926,1014
0,_Alameda,_06001455400,_455400,1812,1440,1148,250,25,502,854,513,872,522,837,376,1000,578,796,495,835,911,412,665,705,701,685,747,623,491,860,585,735
0,_Alameda,_06001455700,_455700,580,476,377,86,6,185,270,190,276,200,254,118,346,197,264,191,255,299,140,240,214,272,182,266,190,165,284,195,241
0,_Alameda,_06001456100,_456100,1918,1475,1181,243,26,494,895,476,941,514,877,328,1094,554,854,487,870,930,427,600,797,751,665,741,661,488,900,599,736
0,_Alameda,_06001456200,_456200,4261,3471,2694,638,75,1377,1904,1386,1959,1424,1871,978,2355,1496,1837,1309,1951,2232,997,1887,1422,1781,1542,1919,1389,1288,1995,1461,1749
0,_Alameda,_06001456500,_456500,785,708,611,88,5,276,402,232,456,256,428,141,549,258,435,268,409,509,163,373,313,411,275,385,293,328,356,264,400
0,_Alameda,_06001456610,_456610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_Alameda,_06001457300,_457300,2810,2421,2053,289,39,902,1408,740,1600,748,1571,462,1889,827,1517,961,1302,1661,589,1103,1209,1375,961,1287,1012,942,1345,817,1409
0,_Alameda,_06001457500,_457500,3265,2729,2268,365,64,899,1683,877,1771,928,1671,542,2092,997,1629,954,1595,1791,747,1148,1450,1476,1144,1433,1163,975,1606,995,1516
0,_Alameda,_06001458300,_458300,2798,2270,1838,357,49,822,1345,778,1432,799,1379,562,1632,871,1326,880,1232,1471,643,996,1180,1217,981,1119,1052,826,1328,891,1179
0,_Alameda,_06001458500,_458500,1009,801,651,132,13,240,504,228,526,268,479,157,598,263,492,224,497,476,242,303,445,402,360,392,364,239,500,297,414
0,_Alameda,_06001458800,_458800,3295,2473,1860,526,48,849,1463,956,1405,1016,1315,760,1581,1018,1330,944,1334,1375,875,1171,1168,1154,1201,1228,1122,763,1537,1105,1117
0,_Alameda,_06001464000,_464000,3,3,3,0,0,0,3,1,2,0,3,1,2,0,3,0,3,2,1,0,3,3,0,0,3,2,1,0,3
0,_Alameda,_06001464010,_464010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_Alameda,_06001464310,_464310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_Alameda,_06001464320,_464320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_Alameda,_06001464500,_464500,69,56,28,27,1,31,22,32,23,38,14,33,21,37,19,30,24,40,13,43,12,20,35,43,12,25,30,31,23
0,_Alameda,_06001464660,_464660,313,258,140,101,10,124,119,141,110,153,98,114,135,148,102,137,104,158,81,145,96,103,142,148,93,113,125,134,105
0,_Alameda,_06001464710,_464710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_Alameda,_06001470100,_470100,231,197,137,48,4,80,100,84,103,110,71,62,127,96,94,72,113,118,61,110,74,79,104,123,63,67,116,93,84
0,_Alameda,_06001470600,_470600,2359,1931,1350,470,41,804,1016,824,1018,876,944,633,1215,934,914,805,987,1204,587,1030,788,895,933,1140,691,813,978,856,897
0,_Alameda,_06001470700,_470700,514,363,296,54,7,111,220,90,252,128,206,63,278,116,220,134,192,234,91,94,243,183,162,160,175,99,229,139,181
0,_Alameda,_06001470800,_470800,1438,1161,795,289,35,476,631,533,591,551,558,391,729,563,561,466,621,711,370,560,559,560,561,633,474,418,676,548,525
0,_Alameda,_06001471300,_471300,5160,4214,2897,1084,89,1677,2307,1668,2417,2048,1954,1386,2665,2050,2005,1638,2292,2500,1389,2023,1985,1928,2092,2377,1622,1544,2416,1882,1987
0,_Alameda,_06001471900,_471900,3684,3074,2107,780,88,1278,1632,1241,1706,1505,1409,1016,1917,1453,1481,1268,1582,1857,977,1590,1315,1484,1432,1717,1180,1201,1671,1369,1438
0,_Alameda,_06001472400,_472400,3641,3188,2160,857,85,1441,1573,1529,1548,1674,1343,1206,1866,1690,1390,1395,1587,1869,1078,1892,1128,1460,1586,1939,1078,1346,1652,1483,1448
0,_Alameda,_06001472920,_472920,2,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
0,_Alameda,_06001473300,_473300,2633,2255,1510,625,51,1084,1067,1049,1141,1221,923,846,1336,1189,993,1041,1093,1343,751,1453,692,1064,1101,1431,695,1009,1110,1060,1029
0,_Alameda,_06001473800,_473800,3291,2849,1864,834,89,1354,1365,1394,1368,1638,1094,1157,1589,1583,1182,1313,1366,1754,898,1820,873,1230,1495,1771,951,1254,1437,1397,1248
0,_Alameda,_06001473900,_473900,1191,1071,738,281,30,499,528,536,508,613,419,431,612,604,435,462,557,658,353,725,308,467,564,718,314,480,549,535,478
0,_Alameda,_06001474200,_474200,2457,2116,1447,542,52,927,1089,940,1104,1138,872,800,1237,1076,968,920,1054,1282,678,1255,753,973,1046,1258,749,874,1107,940,1001
0,_Alameda,_06001475000,_475000,2567,2264,1546,593,48,1063,1083,1026,1152,1221,916,842,1340,1215,968,1035,1076,1336,760,1436,696,1007,1147,1444,692,1001,1111,1015,1076
0,_Alameda,_06001475200,_475200,3004,2497,1605,770,56,1139,1228,1150,1250,1363,981,981,1410,1348,1046,1128,1195,1378,927,1481,870,1073,1308,1531,823,1035,1300,1253,1023
0,_Alameda,_06001475210,_475210,13,8,6,1,1,3,5,2,6,3,5,2,6,6,2,4,4,5,3,4,4,3,5,5,3,1,7,3,4
0,_Alameda,_06001475540,_475540,3344,2911,2083,656,60,1275,1508,1289,1532,1532,1253,1167,1646,1461,1351,1314,1438,1658,1055,1778,984,1264,1503,1702,1044,1173,1552,1352,1298
0,_Alameda,_06001475600,_475600,168,145,76,64,5,80,59,84,58,91,49,70,72,88,53,72,66,94,41,101,40,67,70,105,31,68,70,80,59
0,_Alameda,_06001475640,_475640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
