IS_AUDITED,COUNTY_NAME,PRECINCT_NAME,PRECINCT_CODE,USA_CA_20140603_PRI_ALL_ALL_REG,USA_CA_20140603_PRI_ALL_ALL_VOTED,USA_CA_20140603_PRI_ATG_DEM_HARRIS,USA_CA_20140603_PRI_ATG_REP_HAGGERLY,USA_CA_20140603_PRI_ATG_REP_WYMAN,USA_CA_20140603_PRI_ATG_REP_KING,USA_CA_20140603_PRI_ATG_REP_GOLD,USA_CA_20140603_PRI_ATG_OTH_OTHER,USA_CA_20140603_PRI_CON_DEM_YEE,USA_CA_20140603_PRI_CON_DEM_PEREZ,USA_CA_20140603_PRI_CON_DEM_BLAIR,USA_CA_20140603_PRI_CON_REP_EVANS,USA_CA_20140603_PRI_CON_REP_SWEARENGEN,USA_CA_20140603_PRI_CON_OTH_OTHER,USA_CA_20140603_PRI_CON_DEM_AGBEDE,USA_CA_20140603_PRI_CON_DEM_BROWN,USA_CA_20140603_PRI_CON_REP_CHAMP,USA_CA_20140603_PRI_CON_REP_DONNELLY,USA_CA_20140603_PRI_CON_REP_AGUIRRE,USA_CA_20140603_PRI_CON_REP_BLOUNT,USA_CA_20140603_PRI_CON_REP_KASHKARI,USA_CA_20140603_PRI_CON_REP_WINSTON,USA_CA_20140603_PRI_GOV_OTH_OTHER,USA_CA_20140603_PRI_INS_DEM_JONES,USA_CA_20140603_PRI_INS_REP_GAINES,USA_CA_20140603_PRI_INS_OTH_OTHER,USA_CA_20140603_PRI_LTG_DEM_KOREVAAR,USA_CA_20140603_PRI_LTG_DEM_NEWSOM,USA_CA_20140603_PRI_LTG_REP_YANG,USA_CA_20140603_PRI_LTG_REP_FENNELL,USA_CA_20140603_PRI_LTG_REP_NEHRING,USA_CA_20140603_PRI_LTG_OTH_OTHER,USA_CA_20140603_PRI_PROP41_NO,USA_CA_20140603_PRI_PROP41_YES,USA_CA_20140603_PRI_PROP42_NO,USA_CA_20140603_PRI_PROP42_YES,USA_CA_20140603_PRI_SOS_DEM_DROBMAN,USA_CA_20140603_PRI_SOS_DEM_YEE,USA_CA_20140603_PRI_SOS_DEM_CRESSMAN,USA_CA_20140603_PRI_SOS_DEM_PADILLA,USA_CA_20140603_PRI_SOS_REP_ALLMOND,USA_CA_20140603_PRI_SOS_REP_PETERSON,USA_CA_20140603_PRI_SOS_OTH_OTHER,USA_CA_20140603_PRI_SPI_NOP_GUTIERREZ,USA_CA_20140603_PRI_SPI_NOP_TUCK,USA_CA_20140603_PRI_SPI_NOP_TORLAKSON,USA_CA_20140603_PRI_TRS_DEM_CHIANG,USA_CA_20140603_PRI_TRS_REP_CONLON,USA_CA_20140603_PRI_TRS_OTH_OTHER
0,_Alameda,_06001209900,_209900,799,176,153,1,2,0,0,4,60,57,9,2,3,20,0,158,0,0,0,0,3,0,11,137,4,16,6,142,4,0,1,18,20,148,31,131,1,20,40,64,0,3,22,35,8,104,130,3,26
0,_Alameda,_06001213100,_213100,1027,420,328,10,9,6,9,20,160,97,10,30,18,46,1,347,1,6,1,3,28,1,24,297,49,27,17,314,9,8,26,29,96,309,111,264,16,45,58,137,5,38,71,40,61,250,281,47,46
0,_Alameda,_06001213300,_213300,1267,451,311,15,16,22,18,15,142,111,24,47,40,23,0,350,4,27,1,6,30,3,24,293,86,17,20,321,19,13,44,20,126,314,135,287,21,38,50,149,12,56,60,46,61,288,303,75,25
0,_Alameda,_06001213400,_213400,568,195,137,7,6,6,3,10,56,60,4,21,10,10,0,166,2,6,0,2,8,1,5,128,29,9,10,138,5,4,14,8,55,127,61,119,10,9,30,68,5,17,25,21,22,122,130,24,12
0,_Alameda,_06001213500,_213500,1235,450,318,14,29,15,11,15,138,97,13,50,35,30,0,376,2,11,0,8,27,4,18,290,73,21,19,328,13,11,38,19,146,283,150,264,15,30,40,156,10,51,73,45,85,258,296,62,27
0,_Alameda,_06001213600,_213600,840,290,216,1,9,9,11,7,108,61,6,22,14,17,2,240,1,11,1,0,12,2,16,204,29,9,13,211,8,7,14,15,74,210,89,178,8,23,43,97,9,15,45,24,41,179,191,30,20
0,_Alameda,_06001213700,_213700,702,227,172,7,3,8,9,6,90,55,1,16,14,17,0,196,0,5,0,1,14,0,9,158,24,11,6,177,7,3,15,11,58,162,64,142,3,17,43,73,7,22,32,29,35,128,148,28,22
0,_Alameda,_06001213800,_213800,1011,406,301,13,20,6,14,12,147,101,12,36,20,12,0,358,3,9,0,5,14,4,12,266,51,16,12,311,12,9,31,16,107,279,120,262,8,35,37,152,14,29,67,34,67,251,284,46,20
0,_Alameda,_06001213900,_213900,570,203,138,6,7,13,12,3,58,59,7,24,17,7,1,167,0,7,0,0,18,3,7,131,33,12,7,145,2,5,27,12,61,135,58,134,6,18,20,67,7,25,28,20,31,132,131,37,15
0,_Alameda,_06001214100,_214100,767,301,228,12,11,5,7,10,96,81,17,26,14,20,0,246,1,12,1,1,17,2,18,200,46,7,10,235,9,4,28,10,79,212,98,182,12,24,36,114,13,28,33,25,47,197,214,35,18
0,_Alameda,_06001214200,_214200,1057,422,298,10,18,15,22,9,128,117,8,49,31,20,0,350,1,12,0,4,34,3,12,274,73,7,13,308,12,9,42,14,110,292,124,262,3,31,39,165,12,43,62,28,67,267,280,65,18
0,_Alameda,_06001214300,_214300,601,253,179,1,10,16,15,3,103,44,12,25,15,12,0,204,2,10,1,5,20,0,8,175,40,6,12,181,11,10,21,14,74,170,69,173,8,26,27,71,10,24,44,19,53,152,169,41,16
0,_Alameda,_06001214400,_214400,690,262,204,10,11,5,7,10,108,56,6,28,12,16,0,224,2,11,0,3,12,2,4,192,39,7,17,186,9,4,23,7,55,200,66,176,5,23,51,88,9,20,36,24,49,155,195,30,10
0,_Alameda,_06001214500,_214500,602,272,206,5,1,6,6,7,94,78,5,14,9,11,0,244,2,8,0,0,5,0,7,203,18,4,14,216,1,4,10,8,56,202,64,186,10,20,31,115,5,13,33,26,39,160,192,19,14
0,_Alameda,_06001214600,_214600,959,367,296,7,5,4,8,8,134,105,7,16,19,28,3,314,2,4,0,0,15,2,22,268,28,15,17,289,7,2,18,23,56,300,80,252,10,31,72,125,4,20,54,28,48,248,269,28,24
0,_Alameda,_06001214800,_214800,1053,344,282,3,1,4,7,10,130,91,13,12,10,42,0,295,1,2,0,2,5,2,34,261,14,28,16,268,3,5,8,35,68,265,87,228,8,20,54,146,4,15,50,40,28,224,257,14,41
0,_Alameda,_06001215100,_215100,1020,284,247,2,2,1,0,10,107,75,12,4,4,47,0,239,0,1,0,0,3,0,35,219,6,31,10,220,1,1,2,37,37,234,87,172,5,42,47,110,0,4,46,46,18,177,215,4,43
0,_Alameda,_06001215120,_215120,1054,320,275,4,4,1,4,9,126,98,10,9,6,32,0,269,1,3,0,1,6,1,32,251,14,22,14,260,2,2,6,24,56,260,81,227,3,26,59,128,3,16,49,35,33,204,235,10,47
0,_Alameda,_06001215200,_215200,661,194,153,1,0,1,0,10,58,65,9,2,1,26,0,164,0,2,0,0,2,0,23,145,3,21,6,157,0,2,2,20,32,154,52,134,6,14,24,82,0,2,37,17,18,120,131,4,31
0,_Alameda,_06001215300,_215300,989,332,272,4,5,1,4,4,132,74,9,12,5,33,1,281,0,3,1,0,9,1,27,246,17,17,20,264,2,1,12,21,56,261,84,207,9,32,66,111,3,12,45,39,33,212,231,14,39
0,_Alameda,_06001215500,_215500,682,234,194,4,4,2,6,5,93,68,4,9,10,15,1,200,1,9,0,0,2,0,20,170,16,20,9,184,2,3,10,24,50,174,50,164,3,19,38,98,6,8,32,25,18,158,174,18,23
0,_Alameda,_06001215610,_215610,1295,328,267,5,4,5,3,10,107,89,16,16,6,58,0,256,2,6,0,1,9,0,51,234,23,33,18,254,3,4,8,35,53,269,86,216,13,29,67,112,2,11,62,46,30,196,217,17,63
0,_Alameda,_06001215700,_215700,850,186,155,0,2,4,2,4,63,45,8,3,5,32,0,127,1,1,0,2,3,1,43,134,6,25,8,131,2,1,6,31,31,147,48,123,3,16,51,57,4,0,34,26,14,120,131,5,29
0,_Alameda,_06001215800,_215800,801,131,112,1,2,1,0,4,43,36,6,3,2,19,4,92,0,0,0,1,1,1,27,99,5,14,4,93,1,0,3,24,13,112,34,78,2,10,32,47,3,3,20,25,6,81,92,3,23
0,_Alameda,_06001215900,_215900,555,91,68,2,3,0,2,6,25,14,7,3,5,28,0,62,0,5,0,1,1,1,21,50,9,20,2,60,5,2,1,18,18,71,29,57,2,19,12,19,6,1,22,22,9,45,49,6,27
0,_Alameda,_06001223000,_223000,600,176,134,3,3,1,2,10,52,55,9,8,5,17,0,142,0,5,0,0,6,0,21,120,12,18,11,134,4,1,4,16,28,141,36,123,3,20,24,69,4,9,21,26,8,115,127,11,18
0,_Alameda,_06001223010,_223010,916,252,202,5,4,1,6,5,78,90,3,11,5,28,0,206,1,6,1,0,6,2,25,183,16,21,5,189,3,4,10,30,42,206,68,169,4,21,41,106,3,11,31,37,20,158,180,14,34
0,_Alameda,_06001223200,_223200,1233,359,300,9,5,4,5,10,127,98,22,15,11,38,0,302,0,7,1,1,4,1,39,277,21,33,26,276,3,2,13,24,63,276,84,246,7,43,56,145,5,16,49,52,37,220,261,19,45
0,_Alameda,_06001223300,_223300,816,276,230,1,4,0,2,14,103,69,6,8,5,39,0,219,2,3,0,1,4,2,42,201,15,33,15,207,5,1,6,36,55,209,73,184,8,20,64,91,1,11,51,33,18,195,195,10,45
0,_Alameda,_06001223400,_223400,677,289,243,3,6,4,1,4,149,57,10,9,11,13,0,256,0,8,0,1,3,1,13,225,15,12,11,243,4,3,10,7,16,261,33,231,5,30,105,72,3,12,28,31,21,209,219,15,25
0,_Alameda,_06001224000,_224000,975,314,243,12,3,6,10,4,134,76,6,18,18,14,0,273,0,11,0,3,14,0,9,226,33,10,13,251,9,7,14,7,75,230,108,185,9,24,36,118,2,23,37,31,32,203,220,32,21
0,_Alameda,_06001224200,_224200,1241,426,360,10,2,4,10,7,199,106,16,15,12,23,0,378,1,8,0,3,10,1,21,318,30,28,25,344,12,4,11,20,84,321,116,272,10,27,87,179,3,19,42,40,29,301,330,21,32
0,_Alameda,_06001224400,_224400,464,134,107,10,2,1,0,3,55,32,5,5,10,13,0,112,0,9,0,0,8,1,2,100,16,8,16,91,8,5,5,5,29,98,34,93,5,8,25,59,1,16,11,21,16,85,103,12,8
0,_Alameda,_06001224500,_224500,1368,417,332,17,5,1,12,17,169,94,9,20,14,45,2,339,1,8,0,7,12,0,39,289,33,38,25,301,15,2,12,37,83,312,119,260,3,33,79,157,3,27,59,64,30,264,298,27,57
0,_Alameda,_06001224600,_224600,831,319,266,10,3,2,8,6,142,77,7,15,14,24,0,274,1,3,0,5,11,0,20,237,23,13,14,236,6,6,9,30,58,247,79,205,5,25,45,147,3,22,38,38,25,218,237,22,27
0,_Alameda,_06001224700,_224700,967,275,239,8,2,0,5,5,125,58,13,8,8,26,0,247,0,8,0,1,4,0,13,223,14,16,21,218,6,3,6,13,47,215,61,189,8,30,41,119,1,12,31,43,24,177,220,9,25
0,_Alameda,_06001224800,_224800,462,150,129,4,0,0,2,2,62,33,5,6,4,13,0,128,0,5,0,2,1,0,11,108,9,12,7,116,2,1,4,8,29,112,36,99,2,10,30,59,0,8,18,22,11,95,108,8,17
0,_Alameda,_06001225000,_225000,519,162,134,0,1,1,2,7,61,45,8,5,5,16,0,136,1,2,0,0,3,2,15,121,8,13,3,129,0,5,4,16,23,131,43,106,8,7,35,51,2,3,33,15,21,101,112,11,17
0,_Alameda,_06001225100,_225100,777,222,194,2,2,0,0,2,85,65,5,4,3,33,0,166,1,4,0,0,0,0,46,170,4,30,11,170,2,1,2,32,31,188,66,143,6,13,48,91,2,5,32,30,11,151,159,6,33
0,_Alameda,_06001225200,_225200,582,119,102,1,0,0,0,8,35,34,7,3,3,19,1,91,0,0,0,1,1,0,23,87,2,15,4,87,0,1,0,21,23,96,36,72,2,8,21,43,2,1,28,24,8,65,85,3,20
0,_Alameda,_06001225400,_225400,1163,344,278,6,5,4,5,15,101,90,26,19,7,49,3,277,1,11,0,3,8,1,37,248,26,32,27,253,5,7,10,34,47,286,80,241,11,39,53,130,1,19,49,80,35,181,240,18,52
0,_Alameda,_06001225600,_225600,687,186,148,5,2,1,5,5,77,36,8,3,5,25,1,152,0,5,0,1,2,0,18,133,12,15,8,138,7,3,3,20,32,145,54,118,3,10,44,68,2,9,23,36,20,109,130,9,27
0,_Alameda,_06001225700,_225700,943,273,235,7,4,0,0,7,108,69,14,7,5,25,1,233,0,4,0,0,6,0,22,210,15,16,21,214,7,0,3,13,45,216,76,177,8,30,55,96,3,9,34,43,35,155,205,10,26
0,_Alameda,_06001225710,_225710,991,314,251,12,0,3,3,14,126,71,9,10,9,44,0,253,2,5,0,3,7,2,36,213,24,41,11,227,6,6,10,39,66,238,82,203,5,28,53,115,5,17,53,60,34,176,210,17,54
0,_Alameda,_06001225810,_225810,624,165,143,4,3,0,1,3,73,42,2,8,3,19,1,129,0,3,0,1,2,0,28,128,4,21,10,122,4,2,1,24,27,130,39,104,5,10,40,66,1,5,26,23,11,111,125,7,22
0,_Alameda,_06001225900,_225900,816,299,238,10,2,0,9,3,118,66,12,14,9,28,1,257,0,9,0,1,11,0,19,211,18,18,22,237,7,1,9,14,71,217,88,180,4,21,46,111,1,13,47,38,29,200,212,15,28
0,_Alameda,_06001225910,_225910,1176,329,280,6,3,4,4,11,149,59,7,12,7,49,0,280,0,6,0,1,4,0,35,240,14,39,18,248,4,1,6,41,62,259,87,218,3,24,63,136,3,9,50,46,36,204,231,11,55
0,_Alameda,_06001226100,_226100,700,293,237,18,2,6,5,3,125,59,10,19,20,8,0,258,0,9,0,2,19,0,5,219,34,6,17,227,12,1,18,11,72,210,109,164,4,26,56,99,6,16,38,24,62,171,221,31,12
0,_Alameda,_06001226200,_226200,982,344,297,8,5,2,4,6,145,94,10,10,9,27,0,306,1,5,0,1,4,2,20,262,20,20,23,268,10,6,5,20,66,269,106,216,8,31,66,130,1,14,51,43,30,234,254,22,31
0,_Alameda,_06001226300,_226300,752,276,209,15,3,2,8,10,120,54,7,14,24,15,0,250,0,9,1,0,9,0,5,193,35,7,10,220,20,5,6,10,68,201,89,159,12,19,34,115,3,19,36,31,41,164,202,27,22
0,_Alameda,_06001226400,_226400,646,246,194,12,4,4,11,3,101,57,10,10,17,10,0,220,0,1,0,1,14,0,8,175,23,12,12,192,7,6,9,9,61,175,89,149,5,20,43,99,2,19,27,22,34,171,190,17,14
0,_Alameda,_06001244000,_244000,813,370,290,11,9,11,13,10,127,115,10,30,15,20,0,318,1,19,0,0,17,0,10,257,56,11,17,277,7,12,24,19,93,265,111,233,10,31,44,147,8,36,49,41,49,216,275,43,17
0,_Alameda,_06001244100,_244100,1196,456,343,16,13,10,17,12,160,111,20,43,24,31,2,373,1,23,1,4,24,4,16,319,63,22,21,326,12,14,34,26,138,300,155,265,16,53,49,149,19,39,68,54,73,257,307,58,37
0,_Alameda,_06001244200,_244200,754,269,208,5,7,2,9,14,82,80,8,18,8,33,0,232,0,8,0,1,12,1,12,191,32,14,4,217,10,4,10,11,60,198,73,167,10,24,32,112,4,13,37,43,30,159,194,20,28
0,_Alameda,_06001244300,_244300,1149,468,362,15,16,6,11,15,163,126,14,35,21,28,0,403,1,10,0,3,23,1,19,329,53,18,21,368,12,6,27,17,127,322,140,285,14,35,54,190,13,29,67,51,66,295,330,46,35
0,_Alameda,_06001244400,_244400,864,315,235,9,10,7,12,13,121,81,7,27,16,17,2,263,1,11,3,4,15,2,11,211,49,15,18,229,6,10,24,13,79,218,77,213,13,33,45,105,10,30,38,33,48,184,220,37,23
0,_Alameda,_06001244500,_244500,742,298,212,7,15,8,10,13,99,71,13,26,21,23,0,248,0,10,1,3,14,3,17,189,42,16,9,227,8,10,15,19,79,202,93,174,9,24,36,100,14,23,48,25,41,174,201,35,26
0,_Alameda,_06001244600,_244600,640,246,192,9,8,5,1,8,92,64,4,19,15,17,2,213,0,9,0,2,12,1,5,170,31,9,7,194,4,4,20,5,63,168,86,142,13,25,23,79,7,18,48,28,40,149,175,27,19
0,_Alameda,_06001244700,_244700,879,340,239,11,13,11,10,13,129,73,9,36,18,15,0,287,2,10,1,2,19,1,13,226,52,10,12,257,10,8,28,11,69,252,90,221,9,25,30,116,12,34,54,30,57,210,232,51,17
0,_Alameda,_06001244800,_244800,803,307,227,13,11,10,11,10,108,75,14,30,20,21,1,258,1,13,0,4,19,0,8,209,53,14,13,225,3,8,33,13,94,204,93,202,15,21,33,115,9,34,47,28,65,183,213,41,19
0,_Alameda,_06001244900,_244900,572,221,157,3,10,14,8,7,60,63,9,29,12,13,0,179,0,10,0,0,20,0,8,145,34,9,5,161,8,2,24,5,67,151,64,148,9,17,28,74,5,22,35,24,30,136,143,29,25
0,_Alameda,_06001245000,_245000,750,261,208,12,3,7,6,8,95,66,11,20,11,15,0,227,0,5,1,3,15,0,5,195,31,5,8,207,9,6,12,3,48,206,67,174,10,20,27,104,6,17,43,30,38,161,187,27,15
0,_Alameda,_06001245100,_245100,738,284,237,4,7,3,5,6,100,82,11,4,14,22,0,255,2,8,0,0,4,1,11,219,17,15,15,228,4,6,8,16,52,224,64,201,10,28,49,116,4,11,30,26,29,193,219,12,20
0,_Alameda,_06001245200,_245200,1263,519,372,14,21,25,20,14,172,126,16,65,34,24,1,421,3,24,1,2,38,6,16,347,92,11,29,379,16,15,37,17,143,355,183,299,17,47,43,175,14,58,81,47,81,320,346,89,30
0,_Alameda,_06001260100,_260100,1346,311,214,13,10,11,7,20,100,80,11,23,15,40,3,229,2,12,0,6,16,3,38,201,35,35,16,209,15,7,21,30,82,223,92,198,5,26,56,99,10,25,52,67,31,174,194,38,44
0,_Alameda,_06001260300,_260300,378,127,107,6,0,1,2,2,62,34,1,4,3,5,0,117,0,2,0,0,4,0,3,97,8,3,5,107,2,0,1,10,16,109,34,88,5,13,25,55,1,4,10,14,4,91,105,6,3
0,_Alameda,_06001260400,_260400,736,214,163,1,5,5,4,8,74,52,11,7,5,24,1,164,1,7,0,1,8,2,22,147,13,16,6,158,13,2,2,20,45,157,43,151,4,21,27,80,4,11,37,30,16,130,146,13,27
0,_Alameda,_06001260610,_260610,788,217,162,5,4,7,9,5,66,58,7,14,11,16,0,183,1,6,0,5,6,2,11,138,24,11,12,158,9,6,8,10,42,166,58,136,6,21,22,87,5,16,18,20,27,130,142,23,18
0,_Alameda,_06001260800,_260800,734,213,171,4,5,3,11,6,81,59,9,12,12,14,0,173,0,9,0,1,13,1,14,153,25,14,18,162,0,5,10,12,54,149,68,125,10,29,31,75,8,12,24,28,31,122,165,15,15
0,_Alameda,_06001260900,_260900,867,284,237,5,6,3,7,1,103,85,11,12,4,21,2,247,2,5,0,2,4,2,13,205,22,20,17,217,5,5,10,16,49,230,85,180,9,25,44,105,4,12,42,21,38,192,214,17,21
0,_Alameda,_06001261000,_261000,870,334,271,4,5,7,4,7,142,71,10,14,16,25,0,288,2,8,1,3,14,1,11,255,28,12,12,269,4,1,18,17,51,271,79,222,4,40,45,138,6,16,38,31,40,215,246,28,27
0,_Alameda,_06001261300,_261300,897,285,219,3,11,10,1,8,96,84,14,21,5,25,0,234,0,16,0,1,6,1,22,194,27,25,19,201,8,5,15,24,49,219,64,184,8,25,36,117,8,17,28,48,18,175,197,24,32
0,_Alameda,_06001261400,_261400,707,198,155,3,3,1,5,9,71,55,2,15,2,28,1,148,0,5,1,2,7,0,22,133,19,19,11,139,4,2,8,18,52,133,61,117,4,20,20,81,7,8,31,27,24,122,134,16,26
0,_Alameda,_06001261600,_261600,799,276,220,5,7,2,8,7,94,94,7,12,10,29,0,227,0,7,2,3,8,3,18,196,25,22,11,208,5,5,15,23,53,217,78,174,6,29,45,110,7,12,32,37,28,179,196,22,33
0,_Alameda,_06001261700,_261700,703,264,207,5,6,4,11,14,104,72,3,20,5,27,1,208,1,12,0,3,5,1,26,182,27,20,13,199,10,3,9,26,56,197,80,158,8,26,33,103,9,14,37,30,19,184,186,20,34
0,_Alameda,_06001262000,_262000,893,364,324,0,1,1,2,5,154,101,14,2,3,36,0,320,0,2,0,1,4,0,31,297,8,20,15,305,4,0,5,29,68,280,118,222,9,41,74,142,0,4,53,31,33,256,277,5,42
0,_Alameda,_06001262100,_262100,749,320,262,5,6,4,4,12,139,84,7,15,5,21,3,274,3,5,0,1,12,2,17,254,17,16,11,262,6,4,10,18,52,253,70,227,2,26,59,132,6,9,39,20,27,228,244,20,27
0,_Alameda,_06001280100,_280100,1563,682,439,19,24,16,23,15,219,129,16,60,30,32,2,570,2,20,1,7,37,2,17,398,87,21,23,489,20,28,44,22,156,468,196,376,15,59,54,196,21,57,88,56,102,353,433,74,27
0,_Alameda,_06001280500,_280500,1465,677,355,38,57,45,45,15,147,111,31,118,94,15,2,492,4,43,5,5,90,9,11,333,191,10,31,401,41,35,98,12,228,402,260,328,16,58,44,162,36,139,65,47,117,368,369,176,17
0,_Alameda,_06001280700,_280700,1579,744,488,20,46,34,24,18,209,141,31,78,72,34,3,602,7,39,2,6,47,4,14,421,144,16,48,498,24,40,55,24,193,482,250,397,12,68,43,199,29,93,117,49,140,392,475,125,26
0,_Alameda,_06001281000,_281000,1358,640,361,29,38,37,37,15,187,85,16,104,58,19,0,477,7,40,6,8,69,6,11,311,171,10,22,375,57,26,93,16,186,406,209,343,13,48,43,142,26,117,93,74,122,295,352,147,23
0,_Alameda,_06001281300,_281300,1161,565,367,19,12,32,30,7,136,116,20,85,36,21,1,453,4,20,2,2,60,1,10,315,107,11,21,386,17,32,51,11,145,362,196,281,15,41,38,162,19,77,66,38,91,285,328,106,22
0,_Alameda,_06001281600,_281600,1138,482,346,21,10,13,14,10,144,112,20,37,18,26,0,407,3,12,1,3,29,3,17,304,54,17,18,355,15,12,30,18,111,324,138,253,8,59,41,145,11,32,70,34,69,279,324,45,27
0,_Alameda,_06001300000,_300000,1325,367,259,25,8,8,26,8,126,82,17,43,34,23,0,296,8,16,1,10,21,1,11,227,73,12,24,237,29,19,21,21,126,224,118,222,7,23,60,135,10,58,32,60,48,223,240,63,31
0,_Alameda,_06001300100,_300100,1181,451,316,38,17,5,23,10,152,104,14,50,45,27,0,365,3,35,0,8,29,3,6,291,93,15,22,297,38,22,38,12,110,329,150,271,7,33,41,175,13,67,46,57,93,255,301,83,21
0,_Alameda,_06001300110,_300110,845,252,185,18,5,4,9,7,94,57,10,24,14,14,2,218,0,7,1,2,9,0,9,170,32,13,10,191,10,4,17,8,63,178,73,162,6,21,30,109,4,27,22,39,27,146,173,30,18
0,_Alameda,_06001300120,_300120,1343,477,309,48,11,12,34,10,159,105,11,63,48,23,2,363,7,24,2,16,36,4,13,290,113,16,28,312,37,33,39,12,123,332,143,297,16,37,45,181,5,94,28,80,62,281,306,99,20
0,_Alameda,_06001300140,_300140,1135,290,167,30,17,7,17,9,107,46,6,33,35,17,2,229,5,18,0,5,17,2,7,158,75,5,15,180,36,13,29,8,103,170,87,174,13,21,26,69,9,60,32,44,40,148,181,61,8
0,_Alameda,_06001300150,_300150,984,325,213,27,6,4,24,15,112,72,7,34,33,17,0,257,2,18,0,7,27,1,7,193,63,21,8,222,33,10,31,8,131,186,131,176,12,30,27,118,7,52,25,46,47,176,214,53,18
0,_Alameda,_06001300170,_300170,605,210,135,16,3,6,17,5,72,41,10,25,22,10,0,167,3,11,1,4,19,0,2,129,45,5,12,129,21,14,17,7,76,125,69,125,8,7,27,64,4,43,21,28,31,123,138,40,8
0,_Alameda,_06001300180,_300180,765,223,162,28,6,4,7,2,83,56,6,19,24,10,0,177,2,4,2,7,20,2,7,138,45,12,13,150,21,12,11,7,53,158,75,126,3,19,21,92,7,32,22,35,33,123,158,37,12
0,_Alameda,_06001300210,_300210,848,307,190,39,10,5,26,8,108,59,5,43,37,12,0,222,2,24,0,11,41,1,4,174,92,4,13,196,32,12,41,5,113,181,108,187,8,22,21,93,12,69,41,29,67,172,190,75,11
0,_Alameda,_06001300300,_300300,801,248,166,26,8,2,15,4,76,55,12,30,21,15,1,203,0,8,1,5,17,1,7,145,52,13,11,173,21,12,14,7,86,145,88,129,9,17,26,82,4,38,27,40,35,131,149,48,17
0,_Alameda,_06001300400,_300400,1385,432,282,59,4,4,25,11,124,106,20,55,32,14,1,349,0,29,1,10,26,1,9,274,83,16,26,292,20,31,30,11,137,282,140,261,8,32,53,145,5,64,60,56,55,261,281,70,25
0,_Alameda,_06001301100,_301100,713,251,186,19,6,5,5,9,88,67,12,19,17,16,0,213,0,14,0,0,13,0,10,168,40,14,16,175,15,8,12,15,79,167,98,141,15,19,33,91,4,28,29,37,33,153,171,31,24
0,_Alameda,_06001301200,_301200,757,204,146,15,6,1,5,8,70,43,10,22,11,14,0,170,4,9,0,3,8,3,3,136,30,3,16,145,8,11,9,7,59,134,70,115,9,14,27,68,5,24,27,33,27,109,132,32,15
0,_Alameda,_06001301400,_301400,1422,469,336,40,11,4,19,12,147,117,15,52,41,26,2,385,6,25,1,8,21,2,11,298,91,21,21,339,24,22,31,17,127,327,152,278,7,52,64,163,9,68,46,67,64,272,303,82,35
0,_Alameda,_06001301520,_301520,1399,339,256,22,5,3,13,13,114,91,14,32,21,24,1,282,1,10,2,12,10,1,15,240,48,15,24,249,19,13,11,13,72,252,100,214,11,28,36,153,7,38,23,74,35,187,238,44,20
0,_Alameda,_06001301800,_301800,930,262,190,23,5,6,7,4,83,76,8,17,24,13,0,222,1,11,0,4,14,3,3,175,40,9,15,188,11,9,21,6,74,185,92,158,6,22,32,107,8,33,20,41,30,149,174,42,15
0,_Alameda,_06001301900,_301900,949,232,164,18,7,5,12,14,79,57,4,28,14,26,0,180,0,11,0,10,12,1,14,148,34,24,13,155,13,11,15,18,66,159,66,156,5,18,38,76,9,27,34,39,35,133,140,42,26
0,_Alameda,_06001302000,_302000,926,280,197,17,8,5,10,17,93,63,8,26,20,33,0,221,1,12,4,1,17,0,22,182,46,20,21,184,8,13,18,23,67,202,99,167,11,23,38,104,2,30,41,50,45,146,174,37,37
0,_Alameda,_06001302100,_302100,706,139,98,9,2,4,6,3,47,38,8,14,6,10,2,112,2,3,0,3,7,0,6,95,21,6,9,94,2,10,6,11,32,103,35,100,4,14,22,56,0,16,11,25,18,74,89,17,15
0,_Alameda,_06001302200,_302200,1338,467,309,49,13,5,21,9,145,99,11,40,55,22,0,363,7,24,0,9,45,0,13,270,96,20,28,313,34,22,37,9,135,308,155,282,5,41,29,170,8,69,59,60,76,263,284,93,24
0,_Alameda,_06001302400,_302400,761,162,108,12,5,2,4,10,49,35,8,11,16,18,0,126,1,16,0,1,6,0,7,105,27,10,14,96,16,5,10,11,39,112,46,104,8,14,24,44,7,15,23,40,16,85,97,27,18
0,_Alameda,_06001302500,_302500,1302,287,216,9,5,7,12,8,87,90,8,20,13,26,0,240,3,14,0,1,12,2,13,187,32,24,12,209,20,4,9,21,56,220,69,198,5,21,36,124,10,27,24,61,30,156,189,29,37
0,_Alameda,_06001302510,_302510,797,173,125,12,7,0,4,8,53,48,15,10,13,14,2,128,3,13,1,7,4,0,11,114,23,15,9,123,10,9,10,9,36,128,54,105,8,15,32,57,8,15,21,44,15,88,117,21,14
0,_Alameda,_06001302700,_302700,873,206,148,7,3,3,8,7,61,42,9,15,12,27,0,153,0,9,0,2,10,0,20,131,23,18,12,142,9,7,8,13,53,151,60,135,9,14,31,62,2,18,33,56,18,100,126,21,27
0,_Alameda,_06001303000,_303000,788,217,157,12,5,2,6,13,66,51,9,20,19,21,0,167,3,13,1,0,9,4,17,140,29,22,24,140,13,11,8,13,49,156,65,131,7,14,28,75,5,26,29,35,33,124,138,29,26
